movie_id,title,avg_rating,num_ratings
1836,"Last Days of Disco, The (1998)",4.5,27
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",4.5,18
33564,Divorce - Italian Style (Divorzio all'italiana) (1961),4.5,18
50842,"Boss of It All, The (Direktøren for det hele) (2006)",4.5,18
1046,Beautiful Thing (1996),4.5,36
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),4.5,54
2732,Jules and Jim (Jules et Jim) (1961),4.5,45
112515,"Babadook, The (2014)",4.5,27
5890,Elling (2001),4.5,18
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),4.5,45
3003,Train of Life (Train de vie) (1998),4.5,18
1112,Palookaville (1996),4.5,18
4429,Moby Dick (1956),4.5,18
26524,"Times of Harvey Milk, The (1984)",4.5,18
4956,"Stunt Man, The (1980)",4.5,27
549,Thirty-Two Short Films About Glenn Gould (1993),4.5,18
48698,Deliver Us from Evil (2006),4.5,18
1406,La Cérémonie (1995),4.5,18
5637,Flirting (1991),4.5,18
92643,Monsieur Lazhar (2011),4.5,18
1104,"Streetcar Named Desire, A (1951)",4.48,180
2360,"Celebration, The (Festen) (1998)",4.46,108
318,"Shawshank Redemption, The (1994)",4.43,2853
1446,Kolya (Kolja) (1996),4.43,63
1217,Ran (1985),4.43,135
1683,"Wings of the Dove, The (1997)",4.42,54
2357,Central Station (Central do Brasil) (1998),4.42,54
3153,"7th Voyage of Sinbad, The (1958)",4.4,45
4406,"Man Who Shot Liberty Valance, The (1962)",4.4,45
86781,Incendies (2010),4.4,45
6791,Babette's Feast (Babettes gæstebud) (1987),4.4,45
951,His Girl Friday (1940),4.39,126
5008,Witness for the Prosecution (1957),4.39,81
26471,Eddie Murphy Delirious (1983),4.38,36
152970,Hunt for the Wilderpeople (2016),4.38,36
98491,Paperman (2012),4.38,72
72356,Partly Cloudy (2009),4.38,36
74324,Temple Grandin (2010),4.38,36
58301,Funny Games U.S. (2007),4.38,36
127098,Louis C.K.: Live at The Comedy Store (2015),4.38,36
123,Chungking Express (Chung Hing sam lam) (1994),4.38,36
2677,Buena Vista Social Club (1999),4.38,36
7842,Dune (2000),4.38,36
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),4.36,63
3068,"Verdict, The (1982)",4.36,63
2202,Lifeboat (1944),4.36,63
1927,All Quiet on the Western Front (1930),4.35,90
93838,The Raid: Redemption (2011),4.33,81
4789,Phantom of the Paradise (1974),4.33,27
6591,"Magdalene Sisters, The (2002)",4.33,54
4765,L.I.E. (2001),4.33,27
27834,"Return, The (Vozvrashcheniye) (2003)",4.33,27
110130,"Nut Job, The (2014)",4.33,27
27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)",4.33,27
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.33,243
171763,Baby Driver (2017),4.33,81
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",4.33,27
120478,The Salt of the Earth (2014),4.33,27
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",4.33,27
112421,Frank (2014),4.33,27
8132,Gladiator (1992),4.33,81
6270,Akira Kurosawa's Dreams (Dreams) (1990),4.33,27
89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",4.33,27
4537,Running on Empty (1988),4.33,27
665,Underground (1995),4.33,27
69524,Raiders of the Lost Ark: The Adaptation (1989),4.33,27
9018,Control Room (2004),4.33,27
1236,Trust (1990),4.33,27
102194,Mud (2012),4.33,27
7981,Infernal Affairs (Mou gaan dou) (2002),4.33,81
1596,Career Girls (1997),4.33,27
5470,The Importance of Being Earnest (1952),4.33,27
6235,Europa Europa (Hitlerjunge Salomon) (1990),4.33,27
942,Laura (1944),4.33,54
1949,"Man for All Seasons, A (1966)",4.33,54
3468,"Hustler, The (1961)",4.33,162
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),4.33,81
134881,Love & Mercy (2014),4.33,27
4117,Hope and Glory (1987),4.33,27
68848,"Brothers Bloom, The (2008)",4.33,27
3435,Double Indemnity (1944),4.32,153
905,It Happened One Night (1934),4.32,126
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",4.31,117
176,Living in Oblivion (1995),4.31,117
1209,Once Upon a Time in the West (C'era una volta il West) (1968),4.31,162
898,"Philadelphia Story, The (1940)",4.31,261
3727,Near Dark (1987),4.31,72
86504,Voices from the List (2004),4.3,45
67997,In the Loop (2009),4.3,45
475,In the Name of the Father (1993),4.3,225
55721,Elite Squad (Tropa de Elite) (2007),4.3,90
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",4.3,45
92535,Louis C.K.: Live at the Beacon Theater (2011),4.3,90
1204,Lawrence of Arabia (1962),4.3,405
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",4.3,45
4021,Before Night Falls (2000),4.3,45
3470,Dersu Uzala (1975),4.3,45
96829,"Hunt, The (Jagten) (2012)",4.3,90
26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)",4.3,45
170705,Band of Brothers (2001),4.29,63
3341,Born Yesterday (1950),4.29,63
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.29,63
80906,Inside Job (2010),4.29,108
1235,Harold and Maude (1971),4.29,234
5747,Gallipoli (1981),4.29,63
858,"Godfather, The (1972)",4.29,1728
246,Hoop Dreams (1994),4.29,261
168252,Logan (2017),4.28,225
62336,FLCL (2000),4.28,81
1276,Cool Hand Luke (1967),4.27,513
2959,Fight Club (1999),4.27,1962
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.27,873
1221,"Godfather: Part II, The (1974)",4.26,1161
1248,Touch of Evil (1958),4.26,153
904,Rear Window (1954),4.26,756
1213,Goodfellas (1990),4.25,1134
82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),4.25,18
26547,Police Story (Ging chaat goo si) (1985),4.25,18
72308,Battlestar Galactica: The Plan (2009),4.25,18
5425,Dark Blue World (Tmavomodrý svet) (2001),4.25,18
26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",4.25,18
32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",4.25,18
99764,It's Such a Beautiful Day (2012),4.25,18
3074,Jeremiah Johnson (1972),4.25,36
3330,Splendor in the Grass (1961),4.25,18
668,Song of the Little Road (Pather Panchali) (1955),4.25,18
166946,The Founder (2016),4.25,18
4419,All That Heaven Allows (1955),4.25,36
93006,"Very Potter Musical, A (2009)",4.25,18
26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),4.25,18
44929,Candy (2006),4.25,18
6159,All the Real Girls (2003),4.25,18
6963,Devil's Playground (2002),4.25,18
8582,Manufacturing Consent: Noam Chomsky and the Media (1992),4.25,18
8724,"Leopard, The (Gattopardo, Il) (1963)",4.25,18
2323,"Cruise, The (1998)",4.25,18
32770,Brothers (Brødre) (2004),4.25,18
178827,Paddington 2 (2017),4.25,18
8254,Arizona Dream (1993),4.25,54
71462,"Cove, The (2009)",4.25,36
1942,All the King's Men (1949),4.25,36
5949,Intact (Intacto) (2001),4.25,18
66943,"Cottage, The (2008)",4.25,18
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",4.25,18
5685,Real Women Have Curves (2002),4.25,18
96488,Searching for Sugar Man (2012),4.25,36
760,Stalingrad (1993),4.25,18
92694,Perfect Sense (2011),4.25,18
114678,Hector and the Search for Happiness (2014),4.25,18
48516,"Departed, The (2006)",4.25,963
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",4.25,18
150596,Doctor Who: The Husbands of River Song (2015),4.25,18
180497,The Post (2017),4.25,18
1413,"Whole Wide World, The (1996)",4.25,18
103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),4.25,18
3200,"Last Detail, The (1973)",4.25,72
1797,Everest (1998),4.25,54
5379,"Believer, The (2001)",4.25,54
2624,After Life (Wandafuru raifu) (1998),4.25,18
3655,Blow-Out (La grande bouffe) (1973),4.25,18
8268,Point of No Return (1993),4.25,18
101765,"Perfect Plan, A (Plan parfait, Un) (2012)",4.25,18
5224,Promises (2001),4.25,18
133802,Slow West (2015),4.25,18
1123,"Perfect Candidate, A (1996)",4.25,18
59143,Super High Me (2007),4.25,18
3429,Creature Comforts (1989),4.25,108
73344,"Prophet, A (Un Prophète) (2009)",4.25,36
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.25,90
66511,Berlin Calling (2008),4.25,18
109968,Why Don't You Play In Hell? (Jigoku de naze warui) (2013),4.25,18
69275,Dead Snow (Død snø) (2009),4.25,36
4433,Written on the Wind (1956),4.25,18
113252,Housebound (2014),4.25,18
40,"Cry, the Beloved Country (1995)",4.25,18
930,Notorious (1946),4.25,180
4079,Amazon Women on the Moon (1987),4.25,18
6184,"Man Who Fell to Earth, The (1976)",4.25,36
32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",4.25,36
118888,Dave Chappelle: For What it's Worth (2004),4.25,18
8327,Dolls (2002),4.25,18
84414,All-Star Superman (2011),4.25,18
1419,Walkabout (1971),4.25,18
2069,"Trip to Bountiful, The (1985)",4.25,18
5279,Impromptu (1991),4.25,18
8142,Dead or Alive: Hanzaisha (1999),4.25,18
7333,"Corbeau, Le (Raven, The) (1943)",4.25,18
7212,I Was a Male War Bride (1949),4.25,18
8919,P.S. (2004),4.25,18
6612,Brother's Keeper (1992),4.25,18
7888,How to Succeed in Business Without Really Trying (1967),4.25,18
26554,"Quiet Earth, The (1985)",4.25,18
3508,"Outlaw Josey Wales, The (1976)",4.25,162
4142,Left Behind: The Movie (2000),4.25,18
6945,My Architect: A Son's Journey (2003),4.25,18
83827,Marwencol (2010),4.25,18
142422,The Night Before (2015),4.25,36
4826,"Big Red One, The (1980)",4.25,18
1719,"Sweet Hereafter, The (1997)",4.25,144
68194,"Damned United, The (2009)",4.25,18
47404,Mind Game (2004),4.25,18
51705,Priceless (Hors de prix) (2006),4.25,18
127152,Going Clear: Scientology and the Prison of Belief (2015),4.25,18
31437,Nobody Knows (Dare mo shiranai) (2004),4.25,18
32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",4.25,18
55278,Sleuth (2007),4.25,18
4217,4 Little Girls (1997),4.25,18
2905,Sanjuro (Tsubaki Sanjûrô) (1962),4.25,36
173925,Seven Sisters (2017),4.25,18
108727,Nymphomaniac: Volume I (2013),4.25,18
81819,Biutiful (2010),4.25,18
6530,"Tenant, The (Locataire, Le) (1976)",4.25,18
4152,Vatel (2000),4.25,18
82041,"Loved Ones, The (2009)",4.25,18
7056,"Public Enemy, The (1931)",4.25,18
38388,Goal! The Dream Begins (Goal!) (2005),4.25,18
32460,Knockin' on Heaven's Door (1997),4.25,36
68269,"Young Victoria, The (2009)",4.25,18
74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",4.25,36
27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),4.25,36
7234,"Strada, La (1954)",4.25,54
65642,"Timecrimes (Cronocrímenes, Los) (2007)",4.25,36
3111,Places in the Heart (1984),4.25,36
7382,I'm Not Scared (Io non ho paura) (2003),4.25,18
173197,The Square (2017),4.25,18
1267,"Manchurian Candidate, The (1962)",4.25,270
4350,Forgotten Silver (1996),4.25,18
116897,Wild Tales (2014),4.25,90
6269,Stevie (2002),4.25,18
92475,All Watched Over by Machines of Loving Grace (2011),4.25,18
1437,"Cement Garden, The (1993)",4.25,18
2436,Tea with Mussolini (1999),4.25,54
912,Casablanca (1942),4.24,900
50,"Usual Suspects, The (1995)",4.24,1836
58559,"Dark Knight, The (2008)",4.24,1341
260,Star Wars: Episode IV - A New Hope (1977),4.23,2259
28,Persuasion (1995),4.23,99
3030,Yojimbo (1961),4.23,117
1197,"Princess Bride, The (1987)",4.23,1278
1245,Miller's Crossing (1990),4.23,180
527,Schindler's List (1993),4.23,1980
1212,"Third Man, The (1949)",4.23,216
926,All About Eve (1950),4.23,216
1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.22,1899
3814,Love and Death (1975),4.22,81
306,Three Colors: Red (Trois couleurs: Rouge) (1994),4.22,144
933,To Catch a Thief (1955),4.22,207
3275,"Boondock Saints, The (2000)",4.22,387
1208,Apocalypse Now (1979),4.22,963
2329,American History X (1998),4.22,1161
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.22,162
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.21,1800
1252,Chinatown (1974),4.21,531
140715,Straight Outta Compton (2015),4.21,63
1233,"Boot, Das (Boat, The) (1981)",4.21,360
159817,Planet Earth (2006),4.21,63
1283,High Noon (1952),4.21,171
162,Crumb (1994),4.21,153
3730,"Conversation, The (1974)",4.21,153
103688,"Conjuring, The (2013)",4.21,63
4144,In the Mood For Love (Fa yeung nin wa) (2000),4.21,126
2810,Perfect Blue (1997),4.2,45
7983,Broadway Danny Rose (1984),4.2,45
5500,Top Secret! (1984),4.2,90
3334,Key Largo (1948),4.2,90
296,Pulp Fiction (1994),4.2,2763
1193,One Flew Over the Cuckoo's Nest (1975),4.2,1197
73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",4.2,45
171011,Planet Earth II (2016),4.2,45
1089,Reservoir Dogs (1992),4.2,1179
3038,"Face in the Crowd, A (1957)",4.2,45
71899,Mary and Max (2009),4.2,90
334,Vanya on 42nd Street (1994),4.2,45
1228,Raging Bull (1980),4.19,360
2571,"Matrix, The (1999)",4.19,2502
2019,Seven Samurai (Shichinin no samurai) (1954),4.19,432
3675,White Christmas (1954),4.19,72
55908,"Man from Earth, The (2007)",4.19,72
4967,No Man's Land (2001),4.19,117
1945,On the Waterfront (1954),4.19,216
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",4.18,1080
1225,Amadeus (1984),4.18,684
1950,In the Heat of the Night (1967),4.18,99
908,North by Northwest (1959),4.18,513
1199,Brazil (1985),4.18,531
994,Big Night (1996),4.18,99
4642,Hedwig and the Angry Inch (2000),4.18,99
2921,High Plains Drifter (1973),4.18,99
55442,Persepolis (2007),4.18,99
4278,Triumph of the Will (Triumph des Willens) (1934),4.17,27
6776,Lagaan: Once Upon a Time in India (2001),4.17,27
3983,You Can Count on Me (2000),4.17,81
25841,Stage Door (1937),4.17,27
95654,Geri's Game (1997),4.17,27
5965,"Duellists, The (1977)",4.17,27
95309,Seeking a Friend for the End of the World (2012),4.17,27
2931,Time of the Gypsies (Dom za vesanje) (1989),4.17,27
5120,Sleuth (1972),4.17,27
2943,Indochine (1992),4.17,27
2565,"King and I, The (1956)",4.17,108
3090,Matewan (1987),4.17,54
1242,Glory (1989),4.17,369
4809,Silkwood (1983),4.17,27
913,"Maltese Falcon, The (1941)",4.17,396
4441,Game of Death (1978),4.17,27
3347,Never Cry Wolf (1983),4.17,81
3246,Malcolm X (1992),4.17,135
1300,My Life as a Dog (Mitt liv som hund) (1985),4.17,81
3813,Interiors (1978),4.17,27
47491,Adam's Apples (Adams æbler) (2005),4.17,27
2563,Dangerous Beauty (1998),4.17,27
87234,Submarine (2010),4.17,27
3415,"Mirror, The (Zerkalo) (1975)",4.17,27
8261,3 Women (Three Women) (1977),4.17,27
156371,Everybody Wants Some (2016),4.17,27
58425,Heima (2007),4.17,27
27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),4.17,27
1931,Mutiny on the Bounty (1935),4.17,54
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",4.17,27
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",4.17,27
7216,High Sierra (1941),4.17,27
80139,Jackass 2.5 (2007),4.17,27
6306,I Am Trying to Break Your Heart (2002),4.17,27
6104,Monty Python Live at the Hollywood Bowl (1982),4.17,81
3075,Repulsion (1965),4.17,27
147374,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",4.17,27
26578,"Sacrifice, The (Offret - Sacraficatio) (1986)",4.17,27
2160,Rosemary's Baby (1968),4.17,288
6051,"Harder They Come, The (1973)",4.17,27
8838,Alice Doesn't Live Here Anymore (1974),4.17,27
928,Rebecca (1940),4.17,162
115569,Nightcrawler (2014),4.17,162
72489,Ninja Assassin (2009),4.17,27
3653,"Endless Summer, The (1966)",4.17,27
6027,Dogfight (1991),4.17,27
55444,Control (2007),4.17,27
57669,In Bruges (2008),4.16,369
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.16,783
104879,Prisoners (2013),4.16,144
4011,Snatch (2000),4.16,837
3083,All About My Mother (Todo sobre mi madre) (1999),4.16,171
122926,Untitled Spider-Man Reboot (2017),4.16,144
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.16,306
356,Forrest Gump (1994),4.16,2961
5690,Grave of the Fireflies (Hotaru no haka) (1988),4.16,144
800,Lone Star (1996),4.16,171
142488,Spotlight (2015),4.16,171
593,"Silence of the Lambs, The (1991)",4.16,2511
1136,Monty Python and the Holy Grail (1975),4.16,1224
7361,Eternal Sunshine of the Spotless Mind (2004),4.16,1179
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),4.15,297
741,Ghost in the Shell (Kôkaku kidôtai) (1995),4.15,243
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.15,648
3147,"Green Mile, The (1999)",4.15,999
2028,Saving Private Ryan (1998),4.15,1692
3019,Drugstore Cowboy (1989),4.15,90
2324,Life Is Beautiful (La Vita è bella) (1997),4.15,792
1203,12 Angry Men (1957),4.15,513
6016,City of God (Cidade de Deus) (2002),4.15,675
3037,Little Big Man (1970),4.15,216
1210,Star Wars: Episode VI - Return of the Jedi (1983),4.14,1764
2132,Who's Afraid of Virginia Woolf? (1966),4.14,63
68157,Inglourious Basterds (2009),4.14,792
79357,Mr. Nobody (2009),4.14,63
168248,John Wick: Chapter Two (2017),4.14,63
906,Gaslight (1944),4.14,63
64716,Seven Pounds (2008),4.14,99
2067,Doctor Zhivago (1965),4.14,189
45210,United 93 (2006),4.14,63
2203,Shadow of a Doubt (1943),4.14,63
1284,"Big Sleep, The (1946)",4.14,126
56782,There Will Be Blood (2007),4.14,252
105197,Nebraska (2013),4.13,36
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",4.13,144
4432,Sweet Smell of Success (1957),4.13,36
1281,"Great Dictator, The (1940)",4.13,135
121231,It Follows (2014),4.13,36
39869,Manderlay (2005),4.13,36
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",4.13,36
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),4.13,144
3677,Baraka (1992),4.13,36
2333,Gods and Monsters (1998),4.13,36
27879,DiG! (2004),4.13,36
3836,Kelly's Heroes (1970),4.13,135
718,"Visitors, The (Visiteurs, Les) (1993)",4.13,36
3091,Kagemusha (1980),4.13,36
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",4.13,36
104069,Louis C.K.: Oh My God (2013),4.13,36
187,Party Girl (1995),4.13,36
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),4.13,36
2318,Happiness (1998),4.13,144
7706,Animal Crackers (1930),4.13,36
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",4.13,36
3306,"Circus, The (1928)",4.13,36
2066,Out of the Past (1947),4.13,36
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",4.13,36
1277,Cyrano de Bergerac (1990),4.13,108
170697,Gifted (2017),4.13,36
1262,"Great Escape, The (1963)",4.13,387
4499,Dirty Rotten Scoundrels (1988),4.13,144
1392,Citizen Ruth (1996),4.13,36
1279,Night on Earth (1991),4.13,72
608,Fargo (1996),4.12,1629
7153,"Lord of the Rings: The Return of the King, The (2003)",4.12,1665
1250,"Bridge on the River Kwai, The (1957)",4.12,405
1272,Patton (1970),4.12,297
1207,To Kill a Mockingbird (1962),4.12,522
44555,"Lives of Others, The (Das leben der Anderen) (2006)",4.12,306
4226,Memento (2000),4.12,1431
3213,Batman: Mask of the Phantasm (1993),4.12,117
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.11,1782
98961,Zero Dark Thirty (2012),4.11,126
1266,Unforgiven (1992),4.11,405
7132,"Night at the Opera, A (1935)",4.11,81
111,Taxi Driver (1976),4.11,936
5995,"Pianist, The (2002)",4.11,414
92259,Intouchables (2011),4.11,333
3095,"Grapes of Wrath, The (1940)",4.11,81
1244,Manhattan (1979),4.11,297
78499,Toy Story 3 (2010),4.11,495
971,Cat on a Hot Tin Roof (1958),4.1,90
57504,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)",4.1,90
1222,Full Metal Jacket (1987),4.1,918
6887,Radio (2003),4.1,45
918,Meet Me in St. Louis (1944),4.1,90
1755,Shooting Fish (1997),4.1,45
55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",4.1,90
93721,Jiro Dreams of Sushi (2011),4.1,45
541,Blade Runner (1982),4.1,1116
9010,Love Me If You Dare (Jeux d'enfants) (2003),4.1,45
73023,Crazy Heart (2009),4.1,45
3310,"Kid, The (1921)",4.1,45
51931,Reign Over Me (2007),4.1,45
2925,"Conformist, The (Conformista, Il) (1970)",4.1,45
55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",4.1,45
66371,Departures (Okuribito) (2008),4.1,45
1611,My Own Private Idaho (1991),4.1,45
2937,"Palm Beach Story, The (1942)",4.1,45
1103,Rebel Without a Cause (1955),4.1,135
